Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization,join_key,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months
Mercury Trade Li,512415.0,__NA__,Trading,16.83,,,100,100,100,16.83,3.25,36.65,3.25,2.0,8.13,44.74,14.31,24.5,14.22,24.58,87.41,1.28,1.23,1.01,0.94,,,,95,,,4.58,512415.0___NA__,0.33,-40.1,-3.87,2.34,,0.05,79.46,-71.79,-23.19,11.45,0.33,,-3.93,2.22,0.0,11.08,-1.91,0.0,0.89,0.0,132.7,220.09,1.1,100.0,0.0,417.85,1.0,15.27,0.0,62.95,28.4,1.91,1.61,40.7,28.63,2.8,41.64,0.0,2.72,0.0,8.73,0.0,0.0,19.66,0.11,0.0,0.0,0.09,0.0,0.0,19.2,8.21,0.0,0.0,0.0,19.66,10.99,0.0,0.0,9.01,10.0,10.08,0.0,7.92,0.27,0.0,0.31,0.11,0.11,0.0,0.5,0.69,0.79,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83,10.27,1.14,23.61,4.19,0.0,13.83,1.42,0.0,1.42,0.02,1.4,0.0,1.4,0.27,1.14,0.0,1.14,0.0,86.12,0.13,10.27,8.24,1.42,0.0,0.02,4.19,1.4,1.14,0.27,0.27,0.0,202403.0,0.48,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,2.08,2.08,0.04,11.18,1.21
Nirav Commercial,512425.0,__NA__,Aluminium and Aluminium Products,706.85,6.29,22.84,86,214,292,952.05,400.0,4381.2,92.7,0.0,13.65,14.02,622.81,570.8,619.38,569.44,65.56,13.84,8.13,4.24,1.84,55.37,16.09,33.45,128,18.38,7.3,27.57,512425.0___NA__,2.53,4.26,43.8,4.23,4.25,3.68,46.25,-889.47,18.81,29.87,2.53,4.25,55.82,0.88,0.0,5.86,,,1.05,0.0,324.43,,0.03,60.68,22.8,83.75,0.77,-229.36,0.0,374.11,7.84,2.86,86.9,131.0,7.65,3.36,-15.25,0.0,0.39,,29.48,,,31.85,,,,0.62,0.0,24.94,6.86,1.62,,,,31.85,5.24,0.0,2.18,1.06,10.0,0.2,,0.18,0.04,0.0,16.5,0.3,1.66,0.0,24.33,4.72,6.26,5.62,0.0,0.0,0.0,0.13,0.37,0.37,0.32,11.33,5.74,0.32,,8.16,0.0,11.33,0.65,0.0,0.65,0.14,0.51,0.12,0.39,0.07,0.32,0.0,0.32,0.0,56.58,1.17,5.74,2.82,0.65,0.12,0.14,8.16,0.51,0.32,0.04,0.07,0.0,202403.0,10.51,0.95,0.0,0.95,0.04,0.91,0.04,0.87,0.2,0.67,0.0,0.67,0.0,9.04,6.37,17.09,11.94,0.57
Apollo Finvest,512437.0,__NA__,Finance & Investments,860.0,-8.86,7.58,613,247,215,1359.9,460.0,1359.9,5.08,-3.64,-0.78,13.47,910.58,838.72,911.32,838.18,49.55,-4.64,-5.37,-10.55,-12.03,82.14,16.99,79.8,1373,76.17,61.73,320.95,512437.0___NA__,16.07,-39.96,30.42,1.41,52.0,1.01,13.42,-69.72,50.54,60.11,16.07,52.0,30.89,0.05,0.79,5.95,-12.28,0.11,1.22,0.0,254.51,-0.14,0.01,44.45,36.76,86.96,0.63,14.03,0.0,278.95,-8.87,20.07,213.97,7.24,-8.95,8.98,422.3,6.33,3.73,0.0,56.38,11.25,0.0,72.95,5.63,0.0,1.04,3.27,0.0,11.52,9.14,6.46,0.0,48.42,0.13,72.95,2.68,0.0,0.0,0.0,10.0,6.01,0.0,0.83,0.37,11.25,-7.19,4.59,5.63,0.0,-1.3,1.37,1.06,-0.07,24.18,10.54,0.0,0.0,4.7,7.25,1.17,19.97,47.32,8.01,16.04,21.47,0.0,19.97,9.45,1.11,10.56,0.16,10.4,0.2,10.2,2.19,8.01,0.0,8.01,0.0,0.0,3.27,47.32,40.11,9.45,0.2,0.16,21.47,10.4,8.01,2.28,2.19,1.11,202403.0,44.38,13.57,1.77,15.34,0.31,15.03,0.49,14.54,4.46,10.08,0.0,10.08,0.0,30.58,22.71,27.02,20.05,9.58
Enbee Trade,512441.0,__NA__,Finance & Investments,11.68,-7.32,-51.35,52570,72182,198784,30.2,9.9,55.01,0.93,1.39,-6.49,-7.77,12.61,15.15,12.65,15.19,39.12,-0.15,-0.11,-0.13,-0.12,-28.54,-7.7,-22.69,140619,,,16.72,512441.0___NA__,1.63,-1.15,10.3,0.14,2.25,0.25,-9.85,182.3,61.47,30.58,1.63,2.25,12.25,-3.39,19.57,0.5,-29.76,1.03,1.65,0.0,48.83,-187.2,0.0,8.77,61.32,17.98,0.39,-0.16,0.0,23.16,-1.0,8.34,5.75,-0.71,-1.0,1.43,17.98,31.31,14.32,0.0,16.26,0.0,24.9,64.14,0.83,0.0,0.21,1.51,0.0,0.0,0.17,1.18,0.0,0.0,0.0,64.14,-1.01,0.0,0.0,0.0,10.0,0.01,0.0,0.0,3.36,24.9,-1.13,0.62,0.83,0.0,-0.58,-0.14,9.13,1.34,0.0,0.0,0.0,0.0,0.04,0.01,0.0,10.25,45.46,1.6,8.05,1.12,-3.05,10.25,4.66,0.0,4.66,0.74,3.92,1.74,2.18,0.57,1.6,0.0,1.6,0.0,0.0,2.23,45.46,15.61,4.66,1.74,0.74,1.12,3.92,1.6,0.57,0.57,0.0,202403.0,4.87,1.68,0.0,1.68,0.06,1.62,1.38,0.24,0.06,0.18,0.0,0.18,0.0,34.5,3.7,0.05,8.9,0.97
Ganon Products,512443.0,__NA__,Trading,6.8,-25.98,-55.82,32020,56874,34136,18.0,5.17,18.0,1.61,-2.58,9.4,30.96,7.11,10.11,7.11,10.14,62.42,0.04,0.0,-0.15,-0.2,-48.33,,-10.45,78141,,10.38,6.34,512443.0___NA__,0.23,1.69,8.77,0.09,1.32,-1.09,-47.81,-380.0,,10.97,0.23,1.32,8.77,1.33,0.0,-13.34,34.25,0.0,2.45,0.0,3.62,3.15,0.03,12.7,62.22,31.53,0.38,0.25,0.0,6.07,1.13,5.04,27.81,-14.34,1.13,1.21,-22.64,0.0,9.33,0.0,1.64,0.0,0.0,32.7,0.0,0.0,0.0,0.0,0.0,1.99,1.38,14.72,0.0,0.0,0.0,32.7,-13.34,0.0,0.0,0.61,10.0,0.2,0.0,14.36,0.93,0.0,-7.07,0.0,0.0,0.0,-0.62,-2.15,-1.77,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,-2.54,0.13,6.42,0.14,0.0,27.9,-0.71,1.41,0.7,0.0,0.7,0.53,0.17,0.04,0.13,0.0,0.13,0.0,100.32,0.28,-2.54,0.47,-0.71,0.53,0.0,0.14,0.7,0.13,0.04,0.04,1.41,202403.0,12.74,-0.84,1.35,0.51,0.0,0.51,0.49,0.02,0.01,0.01,0.0,0.01,0.0,-6.59,0.08,0.01,25.8,0.44
Sh. Jagdamba Pol,512453.0,__NA__,Packaging,720.35,23.54,9.24,4419,4246,1461,774.95,490.5,1762.0,2.86,1.55,-3.57,15.77,646.92,645.42,644.37,644.78,63.91,27.3,27.92,21.34,19.85,7.46,-4.03,28.18,2503,37.46,62.31,630.88,512453.0___NA__,1.74,47.39,10.4,3.98,6.15,2.44,45.27,-6.0,55.77,245.06,1.74,6.15,11.93,0.14,0.74,234.93,5.34,0.13,1.13,0.0,785.85,-1.5,0.05,80.81,7.05,46.86,0.93,3.13,0.0,481.64,-54.09,25.54,50.22,186.2,-53.83,6.84,80.47,23.84,0.88,0.0,244.18,12.47,6.69,305.02,132.81,0.0,56.93,68.55,2.52,41.33,194.8,48.94,9.97,0.0,8.82,305.02,163.86,0.0,45.07,102.7,1.0,23.2,0.15,22.86,0.88,19.16,149.72,75.88,132.81,0.0,82.82,39.15,21.67,24.94,43.01,3.42,28.9,39.68,76.04,32.02,33.92,361.94,15.38,32.27,21.12,36.85,0.0,361.94,55.66,5.07,60.73,7.8,52.93,8.6,44.33,12.07,32.27,0.0,32.27,0.0,55.62,34.26,15.38,8.92,55.66,8.6,7.8,36.85,52.93,32.27,12.01,12.07,5.07,202403.0,327.74,44.48,8.6,53.09,8.19,44.9,3.8,41.09,11.02,30.07,-0.01,30.06,0.44,13.57,9.17,34.32,318.0,30.37
Lloyds Metals,512455.0,LLOYDSME,Mining / Minerals / Metals,748.85,19.77,21.87,508890,679922,369970,774.95,395.2,774.95,1.81,2.27,0.49,7.63,697.37,605.56,695.95,604.28,57.03,10.49,10.59,10.02,9.91,85.04,135.65,138.49,425388,70.89,60.44,37835.89,512455.0_LLOYDSME,5.79,-109.62,21.06,1.14,307.15,0.23,2.22,-16.44,-18.65,2810.94,5.79,307.15,21.66,0.03,0.03,2647.0,-15.75,0.05,1.06,0.0,856.57,0.41,0.01,92.8,3.53,89.17,0.96,13.22,0.0,175.5,22.21,65.39,408.44,2.87,22.21,19.51,136.33,32.2,50.53,0.0,2760.41,0.0,4.37,3936.37,914.97,0.0,382.6,1233.77,1268.15,29.27,1127.02,985.45,0.0,0.0,100.06,3936.37,145.08,32.2,231.09,79.91,1.0,286.95,305.82,395.07,50.48,4.37,438.17,532.37,914.97,373.1,107.72,108.45,61.27,-57.85,154.95,92.51,26.03,21.42,361.67,358.18,319.89,6521.65,26.5,1243.15,79.17,24.6,0.0,6521.65,1728.31,52.92,1781.23,48.88,1732.35,5.64,1726.71,483.56,1243.15,0.0,1243.15,0.0,13.68,117.76,26.5,19.06,1728.31,5.64,48.88,24.6,1732.35,1243.15,259.78,483.56,52.92,202403.0,3353.1,813.96,-1123.6,888.42,23.0,865.42,65.04,-397.68,-109.14,909.52,-1198.06,-288.54,0.0,24.27,27.12,-5.72,5843.61,1235.12
Lloyds Enterpris,512463.0,__NA__,Trading,32.29,3.41,-13.97,778751,849236,833507,47.75,14.85,94.8,1.09,2.44,-6.99,-1.99,33.29,32.37,33.36,32.38,41.24,-0.2,-0.08,-0.06,-0.03,114.28,69.7,77.68,2027022,40.61,20.99,4107.71,512463.0___NA__,4.29,-73.53,34.25,2.39,17.93,2.3,59.53,-39.04,2.94,1664.71,4.29,17.93,35.88,0.3,0.71,690.26,-3.35,0.15,1.11,10.82,34.78,-1.86,0.03,53.01,32.38,117.44,0.68,-12.21,10.82,16.5,-205.48,5.18,166.43,4.48,-205.49,4.54,195.89,124.87,127.21,0.0,1537.5,96.68,28.19,2406.05,196.21,0.0,87.11,109.09,10.65,1245.98,795.36,332.77,0.0,951.1,130.63,2406.05,570.52,15.0,219.18,152.35,1.0,179.1,65.64,28.71,127.21,69.92,233.42,33.34,65.08,25.55,1.95,0.06,0.13,,2.12,0.0,0.0,,0.0,0.0,0.0,958.38,9.3,61.22,6.77,0.92,0.0,958.38,89.11,135.32,118.36,5.38,112.98,6.3,212.75,37.96,61.22,106.07,174.8,12.72,64.42,39.36,9.3,9.5,89.11,6.3,5.38,0.92,112.98,174.8,44.71,37.96,135.32,202403.0,380.3,50.83,13.69,67.6,2.38,65.22,4.71,57.43,12.4,50.49,-3.08,67.7,12.72,13.37,18.44,0.38,866.28,162.88
Betex India,512477.0,__NA__,Textiles - Processing,206.25,-14.28,-23.95,721,915,796,353.45,120.55,353.45,9.5,-2.69,-7.81,-10.25,240.99,230.03,242.18,230.21,38.1,-5.47,-4.28,-3.37,-2.85,54.97,38.55,57.46,1290,18.39,8.94,30.94,512477.0___NA__,0.35,5.1,3.71,1.86,5.57,0.34,18.65,9.68,-9.98,32.15,0.35,5.57,4.26,1.09,1.06,24.99,17.98,0.11,1.6,0.0,406.56,20.33,0.21,36.8,41.65,71.09,0.58,0.39,0.0,327.2,2.51,11.58,8.93,111.13,2.51,4.26,22.75,3.53,2.0,0.5,30.15,1.57,0.89,52.39,25.26,0.0,18.44,8.32,0.0,7.63,33.35,17.9,0.0,0.0,0.0,52.39,16.67,0.0,0.38,14.44,10.0,9.82,3.58,10.3,0.15,2.46,15.04,6.82,25.26,0.0,13.52,17.78,14.29,12.32,5.17,12.89,15.88,12.05,4.83,5.75,8.93,89.4,6.6,3.33,17.17,22.2,0.0,89.4,5.9,0.74,6.64,0.85,5.79,1.04,4.75,1.42,3.33,0.0,3.33,0.0,41.49,25.46,6.6,3.72,5.9,1.04,0.85,22.2,5.79,3.33,1.37,1.42,0.74,202403.0,74.56,5.15,0.22,5.34,0.69,4.65,0.39,4.29,1.13,3.14,0.03,3.16,0.0,6.91,4.21,21.07,89.37,4.78
Virya Resources,512479.0,__NA__,Construction,667.0,-11.07,-7.75,14,3,1,764.0,474.1,764.0,50.0,4.87,10.07,12.55,583.96,316.05,580.57,312.53,56.64,-7.0,-11.92,-4.0,-3.25,47.71,98.72,51.51,76,,,100.05,512479.0___NA__,,-15007.5,-667.0,4.03,,,,90.91,,5.53,,,-667.0,0.0,0.0,2.04,-0.12,0.0,1.15,0.0,,0.0,0.0,66.54,12.7,40.69,0.87,,0.0,,-1667.5,10.65,,13.53,-1667.5,27.38,-10005.0,0.0,1.5,0.0,4.03,0.0,0.05,6.2,0.01,0.0,0.0,0.01,0.0,0.0,2.7,0.67,0.0,0.0,0.0,6.2,2.03,0.0,0.0,0.71,10.0,0.0,0.0,0.12,0.15,0.05,2.36,0.01,0.01,0.0,0.79,4.14,3.84,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.29,-2.63,-1.93,0.0,0.0,-0.15,0.0,-0.15,0.0,-0.15,0.0,-0.15,0.14,-0.29,0.0,-0.29,0.0,,0.05,,51.58,-0.15,0.0,0.0,-1.93,-0.15,-0.29,0.14,0.14,0.0,202403.0,0.95,0.58,0.0,0.58,0.0,0.58,0.0,0.58,0.09,0.49,0.0,0.49,0.0,61.05,51.58,3.27,0.0,-0.32
Polytex India,512481.0,__NA__,Finance & Investments,9.06,72.71,64.71,46576,0,0,9.8,2.63,281.0,0.46,-1.95,0.0,-3.85,7.5,5.75,7.42,5.71,70.02,0.69,0.7,0.56,0.53,218.62,51.45,51.7,8726,12.79,-2.78,12.23,512481.0___NA__,,-2.75,-77.06,0.16,,,,0.0,,2.59,,,-77.06,-0.51,-0.94,-0.11,-159.26,0.06,1.13,0.0,,-0.82,0.01,89.68,7.55,244.49,0.92,-0.34,0.0,,-135.9,-3.5,,-0.09,-135.89,7.71,-305.75,0.15,13.5,0.0,-10.91,0.09,0.0,2.92,0.11,0.0,0.11,0.01,0.0,2.85,0.05,0.32,0.0,0.0,0.0,2.92,-0.12,0.0,0.0,0.0,10.0,0.05,0.0,0.09,1.35,0.09,-0.01,0.01,0.11,0.0,-0.02,-0.03,-0.45,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,,-0.16,-5.73,-0.12,0.0,0.0,-0.16,0.0,-0.16,0.0,-0.16,0.0,-0.16,0.0,-0.16,0.0,-0.16,0.0,,0.04,,,-0.16,0.0,0.0,-0.12,-0.16,-0.16,0.0,0.0,0.0,202403.0,0.0,-0.15,0.0,-0.15,0.0,-0.15,0.0,-0.15,-0.08,-0.07,0.0,-0.07,0.0,,-416.67,-0.05,0.0,-0.07
Dhanlaxmi Cotex,512485.0,__NA__,Finance & Investments,70.5,8.89,-4.28,180,218,48,98.98,50.0,211.65,8.6,4.43,0.01,7.01,67.02,71.5,67.0,71.54,53.57,0.19,0.06,-0.47,-0.63,-13.44,78.65,29.62,284,,15.81,34.34,512485.0___NA__,1.3,28.16,9.54,371.71,,0.23,196.52,-143.48,2.46,71.65,1.3,,9.78,0.97,0.0,52.11,2.03,0.0,0.85,0.0,134.64,1.98,0.05,41.85,28.77,41.0,0.71,-1.69,0.0,140.12,2.47,5.3,5.7,105.92,2.45,3.56,-85.85,0.0,4.87,0.0,66.78,0.0,0.0,71.8,0.86,0.0,0.13,0.21,0.0,37.8,52.04,0.14,0.0,0.12,0.0,71.8,51.9,0.0,27.24,0.82,10.0,0.68,0.0,0.13,0.49,0.0,31.99,0.73,0.86,0.0,17.0,18.39,22.34,25.77,0.0,0.0,0.0,5.45,0.0,0.0,0.0,26.41,4.62,2.89,5.68,5.93,0.21,26.41,1.22,2.31,3.53,0.09,3.44,0.0,3.44,0.56,2.89,0.0,2.89,0.0,87.85,1.06,4.62,10.94,1.22,0.0,0.09,5.93,3.44,2.89,0.57,0.56,2.31,202403.0,25.32,0.48,-0.01,0.48,0.11,0.37,0.01,0.35,0.12,0.25,-0.01,0.24,0.0,1.9,0.99,0.49,27.01,2.65
Oasis Securities,512489.0,__NA__,Finance & Investments,187.0,46.01,81.13,2866,534,279,224.2,79.1,224.2,7.35,-1.63,4.68,25.73,165.7,127.31,164.7,126.68,55.73,10.23,11.18,13.04,13.74,54.55,125.4,50.04,1355,33.28,9.75,34.6,512489.0___NA__,11.57,-8.53,18.64,395.0,,0.53,395.32,-177.05,-83.0,12.35,11.57,,19.26,-0.06,0.0,12.07,-33.82,0.02,0.96,0.0,408.69,0.35,0.0,74.36,16.59,136.41,0.83,-0.86,0.0,107.37,-48.78,33.92,68.24,65.67,-50.14,7.61,-73.62,0.0,1.85,0.0,10.5,0.0,0.0,12.57,0.51,0.0,0.2,0.25,0.0,7.78,11.85,0.03,0.0,5.91,0.19,12.57,11.82,0.0,0.0,0.0,10.0,0.31,0.0,0.0,0.18,0.0,1.13,0.3,0.51,0.0,1.01,0.32,3.98,3.3,0.0,0.0,0.0,0.44,0.14,0.17,0.0,2.99,33.78,1.42,15.25,7.68,0.0,2.99,1.01,0.83,1.84,0.06,1.78,0.0,1.78,0.36,1.42,0.0,1.42,0.0,0.0,1.65,33.78,47.49,1.01,0.0,0.06,7.68,1.78,1.42,0.32,0.36,0.83,202403.0,1.23,0.28,0.0,0.28,0.07,0.21,0.1,0.11,0.53,-0.42,0.0,-0.42,0.0,22.76,-34.15,-2.27,3.28,2.27
Garnet Intl.,512493.0,__NA__,Finance & Investments,66.79,15.99,-2.66,71808,84012,99473,76.0,39.0,665.67,1.59,0.32,20.12,43.31,52.95,54.68,52.39,54.56,83.59,3.28,2.52,1.07,0.52,15.05,41.0,19.69,31171,-15.16,5.31,131.13,512493.0___NA__,6.35,160.47,-262.2,3.44,-51.0,,19.68,-386.86,60.44,27.37,6.35,-51.0,-262.2,0.01,-0.82,4.8,1.78,0.18,1.8,0.0,,-3.64,0.0,72.35,13.46,68.64,0.87,-4.13,0.0,,19.27,2.48,,2.04,19.3,7.9,331.1,4.93,19.64,0.0,7.73,13.93,7.67,33.97,16.64,0.0,4.77,0.0,0.8,13.89,5.64,1.64,0.03,0.0,0.11,33.97,4.0,0.0,0.92,3.99,10.0,0.34,0.0,1.06,1.96,21.6,17.96,11.88,16.64,8.74,10.96,8.49,4.11,7.27,5.65,2.47,0.96,0.99,10.78,12.16,10.51,20.33,-6.54,-0.56,-1.13,-3.05,1.06,20.33,-1.33,-4.62,-0.51,0.0,-0.51,0.01,-5.96,0.03,-0.56,-5.44,-5.98,0.0,69.8,0.43,-6.54,-2.75,-1.33,0.01,0.0,-3.05,-0.51,-5.98,0.02,0.03,-4.62,202403.0,59.33,5.94,0.0,5.94,0.94,5.0,1.18,3.82,0.56,2.84,0.0,3.26,0.0,10.01,5.49,1.45,43.81,-0.46
Shalimar Prod.,512499.0,__NA__,Entertainment / Electronic Media Software,0.71,42.86,14.75,4735238,3725944,4387870,0.71,0.49,10.3,0.24,1.43,6.06,14.75,0.59,0.55,0.58,0.55,83.78,0.03,0.03,0.03,0.03,42.86,12.62,7.39,3103507,5.23,-23.01,69.88,512499.0___NA__,33.44,92.36,371.16,31.01,,20.98,1577.03,470.0,372.0,102.06,33.44,,705.2,0.08,12.14,97.24,0.74,0.01,1.02,0.0,0.08,-0.92,0.0,100.0,0.0,44.9,1.0,10.67,0.0,0.13,120.49,0.09,688.86,0.33,120.48,2.87,122.6,0.85,98.43,0.0,3.63,0.0,0.26,103.22,63.45,0.0,1.67,64.28,0.0,4.63,33.18,1.07,2.68,0.0,0.0,103.22,32.96,0.0,23.11,0.77,1.0,0.21,0.0,0.13,98.43,0.26,31.88,61.77,63.45,2.22,33.92,34.54,31.27,28.47,0.0,0.02,0.39,0.1,61.88,61.99,62.12,2.09,9.09,0.07,0.1,0.0,0.0,2.09,0.19,0.0,0.19,0.09,0.1,0.0,0.1,0.03,0.07,0.0,0.07,0.0,48.8,0.46,9.09,3.35,0.19,0.0,0.09,0.0,0.1,0.07,0.03,0.03,0.0,202403.0,2.18,0.16,0.0,0.16,0.06,0.1,0.0,0.1,0.03,0.07,0.0,0.07,0.0,7.34,3.21,0.0,1.71,-0.27
Donear Inds.,512519.0,DONEAR,Textiles - Processing,137.95,33.14,34.6,935498,714087,451458,146.2,86.2,241.0,8.09,1.63,-0.7,28.91,115.69,105.0,114.87,104.69,66.9,8.38,8.59,7.61,7.41,40.01,40.73,33.1,363391,10.31,21.41,717.34,512519.0_DONEAR,0.89,-489.55,11.56,1.28,2.57,1.05,56.79,122.52,17.56,204.55,0.89,2.57,13.35,-0.29,9.72,549.14,-0.27,1.65,3.33,0.0,56.02,-45.15,0.02,85.42,5.98,59.45,0.94,1.62,0.0,76.86,10.11,15.17,71.93,87.27,10.11,4.27,44.92,337.55,10.4,0.0,194.15,317.44,36.03,710.26,156.81,0.0,65.48,86.91,8.41,7.6,589.4,459.26,0.0,0.0,0.5,710.26,453.82,0.0,328.66,173.88,2.0,15.38,19.65,69.91,5.2,353.47,448.99,91.32,156.81,0.63,257.53,332.05,254.06,233.54,237.04,301.44,264.4,310.81,81.7,78.23,89.66,799.14,10.12,34.71,14.57,6.67,0.0,799.14,80.91,8.81,89.72,12.04,77.68,30.2,47.48,12.76,34.71,0.0,34.71,0.0,51.94,82.33,10.12,4.34,80.91,30.2,12.04,6.67,77.68,34.71,12.56,12.76,8.81,202403.0,825.66,82.55,10.16,91.76,9.26,82.5,34.88,48.57,12.33,35.53,0.95,36.24,1.04,10.0,4.3,6.97,770.51,27.34
Super Sales Ind.,512527.0,__NA__,Textiles - Cotton/Blended,1600.3,7.63,29.66,1687,1381,734,2149.0,850.1,2149.0,26.3,3.58,0.79,5.23,1625.27,1425.6,1628.54,1424.4,42.58,-42.78,-44.36,-47.8,-49.06,78.38,38.67,36.67,1841,14.76,13.26,491.31,512527.0___NA__,1.17,49.22,10.49,1.41,4.21,0.78,31.13,-148.99,-2.0,557.67,1.17,4.21,18.02,0.82,4.02,299.16,1.75,0.14,1.15,10.82,969.35,-13.2,0.04,57.76,25.53,88.25,0.74,1.02,10.82,1625.65,14.76,9.33,23.71,420.94,14.62,3.13,-251.95,79.85,3.07,0.0,554.6,58.08,19.11,716.85,251.3,0.0,101.75,165.31,3.36,348.21,174.78,124.03,0.0,0.0,0.27,716.85,130.49,0.39,78.9,61.3,10.0,15.29,2.91,30.26,0.31,77.19,130.24,149.56,251.3,0.42,116.66,96.29,70.03,51.97,77.98,85.54,55.1,81.01,104.29,119.73,110.79,419.18,10.06,18.23,5.37,64.69,0.0,419.18,42.15,12.94,52.98,22.14,30.84,7.33,25.62,5.75,18.23,2.11,19.87,2.15,57.56,49.3,10.06,4.35,42.15,7.33,22.14,64.69,30.84,19.87,3.53,5.75,12.94,202403.0,367.8,46.48,11.12,51.64,19.11,32.53,4.43,34.06,5.69,23.56,5.96,28.37,2.15,12.64,6.41,92.37,415.57,27.04
Sequent Scien.,512529.0,SEQUENT,Pharmaceuticals - Indian - Bulk Drugs & Formln,118.75,-5.01,-11.42,1413381,627058,476959,155.5,86.03,336.5,3.9,1.56,-1.06,13.03,118.17,115.53,118.22,115.51,48.52,1.2,1.5,1.4,1.45,23.93,-25.81,12.07,2556799,0.2,4.93,2962.57,512529.0_SEQUENT,2.16,-225.52,46.73,1.31,0.23,,37.36,-88.01,9.67,656.56,2.16,0.23,312.25,-0.08,-16.47,1119.63,-1.1,0.74,2.33,0.0,,-14.13,0.02,47.17,23.6,38.09,0.76,3.85,0.0,,96.86,1.27,,20.51,96.86,4.99,1162.28,487.7,49.89,0.0,606.67,257.7,185.89,1540.38,939.83,0.0,334.52,596.8,11.08,3.5,822.86,626.99,0.0,0.05,0.96,1540.38,511.75,36.42,346.23,335.63,2.0,69.83,5.46,260.26,24.94,443.59,487.6,605.31,939.83,55.28,385.79,292.59,194.77,87.18,276.99,325.07,415.86,418.11,535.66,498.14,684.33,1369.73,4.48,-16.66,0.9,-1.44,0.0,1369.73,61.41,-6.43,72.37,61.54,10.83,48.09,-54.65,-25.03,-16.66,-17.39,-29.61,0.0,55.47,250.57,4.48,-1.22,61.41,48.09,61.54,-1.44,10.83,-29.61,13.95,-25.03,-6.43,202403.0,1420.91,11.95,-58.4,16.25,55.69,-39.44,35.52,-137.66,-15.68,-62.43,-62.7,-121.98,0.0,0.84,-4.42,-4.86,1375.21,-123.32
